sample_index,leaf_tokens,macro_tokens,compression_ratio,leaf_edges,macro_anchor_edges,macro_boundary_edges,bbox_volume,leaf_unique_types,macro_unique_types,leaf_edges_plus_x,leaf_edges_plus_y,leaf_edges_plus_z
8174,4445,3993,0.8983127109111361,10332,8426,9880,26880,1572,1897,3339,3631,3362
8175,3386,2159,0.6376255168340225,7394,3195,6148,11264,578,838,2342,2230,2822
8176,2661,1990,0.7478391582111988,6249,3639,5569,11520,771,1036,2051,1803,2395
8177,3167,2970,0.937796021471424,7130,6293,6933,15360,1323,1439,2471,2207,2452
8178,1347,1181,0.8767631774313289,2749,2087,2583,4608,762,858,850,806,1093
8179,635,585,0.9212598425196851,1326,1123,1276,4608,430,436,482,350,494
8180,1517,1372,0.9044166117336849,3333,2740,3188,12288,870,958,1106,1124,1103
8181,4247,3611,0.850247233341182,9021,6671,8366,26880,1560,1939,2948,3094,2979
8182,3019,2519,0.8343822457767472,6213,4294,5712,18304,1123,1484,2152,1953,2108
8183,1327,1134,0.854559155990957,2813,2078,2619,11520,789,874,974,942,897
8184,3634,2826,0.7776554760594386,8105,5326,7253,19968,1369,1697,2781,2474,2850
8185,2723,1032,0.37899375688578774,5433,1070,3342,9216,258,395,1157,2237,2039
8186,1108,921,0.8312274368231047,2241,1573,2051,18432,567,661,730,794,717
8187,1059,940,0.8876298394711992,2555,2056,2436,2688,492,539,868,742,945
8188,2588,2203,0.8512364760432767,5708,4181,5322,21120,1055,1317,1765,1987,1956
8189,1856,1628,0.8771551724137931,3957,3120,3729,16128,980,1104,1471,1253,1233
8190,3646,2839,0.7786615469007131,8578,5306,7745,16896,978,1264,2734,3123,2721
8191,544,479,0.8805147058823529,1145,894,1080,9216,406,409,386,380,379
8192,2178,1311,0.6019283746556474,4784,1979,3863,5376,492,697,1759,1299,1726
8193,1794,1446,0.8060200668896321,4159,2799,3809,3584,857,1022,1463,1191,1505
8194,1139,569,0.4995610184372256,2217,648,1577,5376,232,323,476,959,782
8195,1393,537,0.3854989231873654,2773,692,1738,12288,272,367,1221,326,1226
8196,1626,890,0.5473554735547356,3716,1244,2924,3072,225,363,1342,1230,1144
8197,5208,4029,0.7736175115207373,11094,7003,9889,25088,1515,2030,3888,3350,3856
8198,2282,1971,0.8637160385626643,5261,4033,4950,12288,900,1099,1885,1496,1880
8199,2356,2065,0.8764855687606112,5638,4387,5346,15360,923,1084,1983,1774,1881
8200,752,648,0.8617021276595744,1591,1176,1487,5376,517,533,556,586,449
8201,1023,665,0.6500488758553274,2135,996,1753,7680,394,495,776,827,532
8202,918,678,0.738562091503268,2021,1159,1777,3200,478,545,653,687,681
8203,898,763,0.8496659242761693,1872,1334,1736,4608,554,612,632,702,538
8204,1943,1205,0.620174987133299,4205,2056,3434,12288,603,691,1692,842,1671
8205,1553,964,0.6207340631036703,3352,1383,2757,4608,404,529,999,1356,997
8206,3649,2880,0.7892573307755549,7240,4471,6462,19968,872,1230,2226,2769,2245
8207,3677,2502,0.6804460157737285,8096,4246,6708,14976,926,1106,2664,2784,2648
8208,1986,1578,0.7945619335347432,4668,3064,4258,4480,853,1056,1686,1387,1595
8209,3760,3069,0.8162234042553191,7789,5133,7098,26880,1231,1703,2701,2493,2595
8210,1517,1286,0.8477257745550428,3489,2554,3256,4608,789,901,1050,1356,1083
8211,2329,1933,0.8299699441820524,4777,3271,4381,26880,916,1147,1556,1752,1469
8212,2035,1347,0.6619164619164619,4835,2393,4116,4992,582,766,1843,1229,1763
8213,2141,1359,0.6347501167678655,4964,2245,4124,9216,722,919,1683,1632,1649
8214,2939,1824,0.6206192582511059,6637,3040,5520,9600,790,1041,2658,1333,2646
8215,787,717,0.9110546378653113,1597,1320,1527,4096,455,489,665,264,668
8216,2206,1709,0.7747053490480508,4569,2831,4058,14976,958,1175,1591,1414,1564
8217,319,261,0.8181818181818182,673,452,615,1536,227,235,167,235,271
8218,1052,908,0.8631178707224335,2249,1689,2105,9600,663,731,776,792,681
8219,2443,2079,0.8510028653295129,5604,4056,5236,11264,985,1204,1855,1965,1784
8220,5065,3524,0.6957551826258638,12280,6102,10732,22528,1028,1425,4329,3708,4243
8221,1802,1537,0.8529411764705882,3676,2655,3411,11648,894,1038,1150,1254,1272
8222,838,742,0.8854415274463007,1724,1378,1628,5760,445,492,444,608,672
8223,777,663,0.8532818532818532,1577,1142,1462,6272,455,496,575,558,444
8224,2436,1216,0.49917898193760263,5036,1633,3670,9984,430,665,1722,1338,1976
8225,3311,2775,0.8381153729990939,6654,4717,6111,16640,1280,1586,2489,1852,2313
8226,2229,1766,0.7922835352175863,4440,2746,3977,16640,943,1222,1504,1509,1427
8227,5750,3630,0.6313043478260869,13670,5730,11508,23296,859,1338,5079,3743,4848
8228,1564,1347,0.8612531969309463,3998,3018,3781,3584,711,827,1344,1422,1232
8229,3735,3129,0.8377510040160643,7846,5503,7240,21120,1221,1639,2451,2637,2758
8230,810,673,0.8308641975308642,1739,1194,1602,5760,501,547,590,637,512
8231,3265,2497,0.7647779479326187,6704,4008,5936,23296,1218,1554,1965,2589,2150
8232,1832,1253,0.6839519650655022,3807,1917,3213,16896,535,708,1363,1065,1379
8233,1314,1098,0.8356164383561644,3117,2211,2899,2560,638,753,1011,948,1158
8234,4503,3560,0.7905840550743949,9001,5905,7976,25088,1158,1556,2843,3315,2843
8235,2892,2315,0.8004840940525588,5738,3560,5161,19968,987,1348,2055,1859,1824
8236,6111,5413,0.8857797414498445,13769,10985,13054,21632,1679,2108,4553,4721,4495
8237,3448,2936,0.851508120649652,7529,5633,7002,19200,1395,1697,2685,2230,2614
8238,3382,2924,0.8645771732702543,7991,6079,7527,19712,1265,1543,2674,2691,2626
8239,884,738,0.834841628959276,1906,1320,1760,5760,523,586,650,697,559
8240,7447,5276,0.708473210688868,18716,9549,16490,23296,1096,1625,6390,6083,6243
8241,3150,2571,0.8161904761904762,6263,4077,5684,21632,1155,1528,2043,2109,2111
8242,1250,965,0.772,2871,1768,2583,8448,611,727,988,854,1029
8243,5124,3620,0.7064793130366901,10573,5908,8994,23296,1307,1710,4075,2256,4242
8244,8706,7703,0.8847920974040892,20727,16259,19720,32768,2046,2733,7080,6550,7097
8245,976,774,0.7930327868852459,2146,1496,1940,7040,526,589,761,571,814
8246,2136,1356,0.6348314606741573,4943,2267,4088,9216,726,915,1686,1610,1647
8247,1494,1177,0.7878179384203481,3003,1843,2686,9216,725,883,954,1097,952
8248,895,771,0.8614525139664805,1793,1355,1669,4608,522,563,529,623,641
8249,3600,2978,0.8272222222222222,8145,5740,7523,18432,1381,1768,2610,2740,2795
8250,1393,877,0.6295764536970567,3172,1413,2634,4096,535,663,942,1164,1066
8251,790,685,0.8670886075949367,1655,1256,1550,3456,522,549,527,652,476
8252,2145,1900,0.8857808857808858,4893,3922,4648,10752,1062,1220,1795,1502,1596
8253,1541,1366,0.8864373783257625,3161,2482,2986,10240,821,938,978,1120,1063
8254,449,389,0.8663697104677061,878,652,818,2048,328,339,251,372,255
8255,156,136,0.8717948717948718,314,242,294,384,114,114,92,78,144
8256,700,588,0.84,1488,1048,1376,4992,437,477,500,436,552
8257,1472,1208,0.8206521739130435,3038,2073,2774,16896,724,869,988,1082,968
8258,964,799,0.828838174273859,1966,1404,1798,4480,553,622,692,676,598
8259,2608,2215,0.8493098159509203,5960,4296,5567,9856,961,1235,1940,2314,1706
8260,2757,2306,0.8364163946318462,6241,4510,5786,18432,1085,1369,2075,2092,2074
8261,3184,2692,0.8454773869346733,6820,4906,6327,11648,1201,1532,2271,2674,1875
8262,1572,1159,0.7372773536895675,3516,1995,3103,9216,639,803,1068,1034,1414
8263,1308,1033,0.7897553516819572,2581,1560,2306,11520,512,640,755,1010,816
8264,887,769,0.8669673055242391,1772,1336,1654,3840,590,619,489,711,572
8265,2778,1781,0.6411087113030958,6725,3046,5653,10752,704,1018,2366,2008,2351
8266,626,552,0.8817891373801917,1312,1029,1238,3840,447,464,430,488,394
8267,2287,1860,0.8132925229558373,5443,3711,5012,14976,909,1143,1852,1842,1749
8268,3829,3478,0.9083311569600417,8249,6839,7898,19968,1461,1758,2857,2578,2814
8269,1568,1163,0.7417091836734694,3286,2039,2840,7680,657,778,1245,781,1260
8270,2910,2348,0.806872852233677,5904,3803,5342,16896,1099,1470,1838,2141,1925
8271,2128,1420,0.6672932330827067,4229,2051,3472,9856,708,901,1149,1468,1612
8272,681,625,0.9177679882525698,1397,1175,1341,2560,397,426,263,556,578
8273,2019,1674,0.8291233283803864,4284,2978,3937,9216,906,1113,1536,1433,1315
8274,1541,1305,0.8468526930564568,3394,2458,3158,4608,769,918,1140,942,1312
8275,2751,2363,0.8589603780443476,5766,4258,5378,15360,1075,1360,2032,1822,1912
8276,5920,5203,0.8788851351351351,14019,10799,13302,30720,1683,2154,4628,4754,4637
8277,1595,1258,0.7887147335423198,3751,2437,3412,8064,804,950,1203,1235,1313
8278,3734,3146,0.8425281199785752,7896,5649,7308,19712,1330,1773,2480,2649,2767
8279,766,673,0.8785900783289817,1603,1248,1510,6400,535,559,558,536,509
8280,2288,1701,0.7434440559440559,5178,3077,4574,10368,776,1002,1957,1383,1838
8281,3331,2880,0.8646052236565596,6822,5088,6371,23296,1262,1584,2456,1966,2400
8282,3659,2828,0.7728887674227931,8232,5112,7392,11264,1187,1574,2700,2811,2721
8283,1601,1383,0.8638351030605871,3272,2408,3054,8064,811,940,1083,1183,1006
8284,2019,1713,0.8484398216939079,4073,3009,3767,28800,664,831,1377,1313,1383
8285,2449,1921,0.7844017966516945,5241,3402,4703,21120,1000,1207,1928,1386,1927
8286,1048,811,0.773854961832061,2064,1320,1814,6144,484,562,788,488,788
8287,967,880,0.9100310237849017,2220,1830,2133,4608,543,594,730,769,721
8288,2414,2183,0.9043082021541011,5225,4295,4992,12672,1163,1345,1779,1721,1725
8289,3149,2404,0.7634169577643697,6717,4115,5969,12288,1083,1444,2106,2046,2565
8290,4061,2951,0.7266683082984486,9929,5682,8739,13824,1275,1721,3446,3229,3254
8291,2752,2176,0.7906976744186046,5537,3407,4961,18432,969,1321,1835,1910,1792
8292,1530,1024,0.6692810457516339,3175,1648,2591,12288,519,630,1238,688,1249
8293,929,784,0.8439181916038752,2137,1556,1992,5120,552,622,792,730,615
8294,3160,2552,0.8075949367088607,6608,4296,5999,19712,1106,1513,2005,2404,2199
8295,2924,2295,0.7848837209302325,6597,4211,5960,14336,995,1285,2246,2116,2235
8296,3914,3461,0.8842616249361267,9601,7440,9148,21504,1334,1627,3269,3047,3285
8297,1691,827,0.48905972797161446,3411,1121,2348,14976,392,523,1195,1064,1152
8298,1715,1308,0.7626822157434402,3889,2443,3458,6656,742,893,1362,1395,1132
8299,1621,1276,0.7871684145589143,3707,2318,3361,6912,624,784,1144,1360,1203
8300,1595,1276,0.8,3732,2374,3412,10816,617,769,1415,893,1424
8301,3778,3050,0.8073054526204341,8209,5378,7478,23040,1276,1718,2960,2965,2284
8302,606,513,0.8465346534653465,1285,905,1192,2560,405,432,403,510,372
8303,405,329,0.8123456790123457,845,559,769,3200,264,270,277,291,277
8304,706,610,0.8640226628895185,1468,1085,1372,6144,483,507,490,544,434
8305,2921,2086,0.7141389934953783,6654,3586,5802,10752,804,1118,2439,1862,2353
8306,726,613,0.8443526170798898,1533,1113,1419,7680,408,460,511,450,572
8307,1256,1044,0.8312101910828026,2680,1893,2468,8192,526,639,876,928,876
8308,8327,6282,0.7544133541491533,18824,10754,16750,32768,1639,2408,6157,6317,6350
8309,1768,809,0.457579185520362,3572,910,2506,5376,254,411,1095,1356,1121
8310,3804,3285,0.863564668769716,9631,7297,9111,9600,1063,1340,3048,3252,3331
8311,3175,1935,0.6094488188976378,6495,2877,5215,12800,714,960,1992,2523,1980
8312,1471,817,0.5554044867437118,3307,1508,2525,5760,402,501,1374,560,1373
8313,1489,1266,0.8502350570852921,3069,2209,2846,5760,795,915,1078,1247,744
8314,2392,2196,0.9180602006688964,5427,4595,5231,16384,1057,1175,1796,1847,1784
8315,1526,1299,0.8512450851900393,3504,2577,3277,21120,757,871,1036,1214,1254
8316,3204,1908,0.5955056179775281,6998,2671,5672,17280,674,1060,2574,1585,2839
8317,1156,716,0.6193771626297578,2534,1158,2068,4096,402,526,980,809,745
8318,5243,4392,0.8376883463665841,12157,8886,11303,18432,938,1270,4499,3168,4490
8319,2164,1190,0.5499075785582255,4488,1686,3390,17920,662,834,1544,1446,1498
8320,4480,4149,0.9261160714285714,11060,9497,10729,21632,1377,1633,3624,3790,3646
8321,269,251,0.9330855018587361,510,447,491,1536,227,227,154,187,169
8322,1484,750,0.5053908355795148,3064,964,2211,7680,297,451,862,1170,1032
8323,5615,3716,0.6617987533392699,13784,6334,11840,8960,752,1230,5011,4227,4546
8324,2291,1720,0.7507638585770406,4827,3009,4243,8192,878,1077,1483,1670,1674
8325,4242,3056,0.7204148986327205,9801,5375,8598,18432,1213,1644,3330,2981,3490
8326,2007,1615,0.8046836073741903,4031,2571,3638,15360,855,1072,1392,1321,1318
8327,1406,1235,0.8783783783783784,2776,2127,2605,18432,659,749,1202,481,1093
8328,3190,1970,0.6175548589341693,6641,2902,5365,18304,736,1013,2052,2379,2210
8329,1496,802,0.536096256684492,2975,1145,2177,9600,466,524,1264,460,1251
8330,2755,1858,0.674410163339383,5887,3044,4953,11520,738,1004,2013,1960,1914
8331,1542,1188,0.7704280155642024,3217,1863,2863,15360,586,781,1264,1192,761
8332,6995,6200,0.8863473909935669,16627,13504,15825,21632,1727,2153,5486,5660,5481
8333,697,561,0.8048780487804879,1393,910,1256,5120,391,451,582,502,309
8334,2356,1864,0.7911714770797963,5115,3335,4616,12800,1081,1308,1764,1680,1671
8335,2516,2247,0.8930842607313195,5183,4122,4914,23040,1102,1312,1800,1649,1734
8336,2455,1974,0.8040733197556008,5312,3521,4821,10368,1014,1276,1766,1714,1832
8337,2559,1370,0.5353653771004299,5680,2019,4372,8192,590,844,1830,1938,1912
8338,1398,1218,0.871244635193133,3054,2361,2871,10752,791,883,1084,1129,841
8339,1338,1112,0.8310911808669657,2975,2074,2748,6400,736,844,985,1059,931
8340,1675,1426,0.8513432835820895,3915,2994,3660,4992,664,760,1374,1113,1428
8341,4406,3457,0.7846118928733545,8750,5197,7801,32768,1199,1840,2924,2904,2922
8342,1424,554,0.3890449438202247,2773,544,1889,4320,120,213,788,1160,825
8343,1002,890,0.8882235528942116,2296,1822,2184,6400,635,683,776,812,708
8344,2272,1873,0.8243838028169014,4638,3140,4235,12800,982,1239,1509,1673,1456
8345,3266,2465,0.7547458665033681,6472,3821,5644,20480,1063,1363,2323,1826,2323
8346,3320,2911,0.8768072289156627,7702,5978,7293,18304,1379,1683,2530,2650,2522
8347,1999,1695,0.8479239619809905,4027,2909,3723,19968,941,1118,1365,1136,1526
8348,4274,3578,0.8371548900327562,9091,6444,8380,24960,1584,2016,3068,2957,3066
8349,1158,918,0.7927461139896373,2598,1751,2350,4096,580,638,971,667,960
8350,3834,2638,0.6880542514345331,8443,4306,7191,21120,941,1342,2888,2488,3067
8351,602,425,0.7059800664451827,1280,708,1099,1536,313,353,470,516,294
8352,3178,1657,0.5213971050975457,6342,2140,4569,14080,517,783,2377,2039,1926
8353,438,252,0.5753424657534246,930,341,731,3072,104,138,232,378,320
8354,832,719,0.8641826923076923,1714,1283,1601,3456,529,569,532,687,495
8355,2943,2349,0.7981651376146789,6145,4167,5541,12800,1097,1358,1963,2212,1970
8356,2209,1900,0.8601177003168855,5003,3812,4694,16128,899,1064,1655,1757,1591
8357,2131,1658,0.7780384795870483,4449,2739,3974,12288,857,1121,1366,1732,1351
8358,1044,728,0.6973180076628352,2010,1081,1676,3072,378,431,630,524,856
8359,1714,1339,0.7812135355892649,3561,2181,3186,15488,700,856,1207,1154,1200
8360,3117,2316,0.7430221366698749,7188,4343,6325,15488,1140,1451,2380,2214,2594
8361,360,271,0.7527777777777778,758,447,669,1536,210,222,310,228,220
8362,3018,2413,0.7995361166335322,6841,4510,6232,19968,1159,1423,2373,2102,2366
8363,3135,2256,0.7196172248803828,7379,4147,6430,13312,973,1316,2643,2237,2499
8364,2254,1879,0.8336291038154392,4599,3159,4224,14976,959,1211,1504,1642,1453
8365,3807,2166,0.5689519306540584,7903,3157,5883,12544,717,1036,3182,1765,2956
8366,1962,1522,0.7757390417940877,4935,3239,4492,6144,757,932,1666,1620,1649
8367,1061,461,0.4344957587181904,2044,613,1345,4096,253,306,918,156,970
8368,1292,1093,0.8459752321981424,2659,1891,2460,7040,729,816,961,929,769
8369,1807,754,0.4172661870503597,3678,916,2477,23040,290,414,1421,707,1550
8370,3730,2082,0.5581769436997319,8185,2801,6388,13312,625,1047,2714,2741,2730
8371,3016,2473,0.8199602122015915,6848,4975,6242,18432,960,1176,2316,2216,2316
8372,1012,867,0.8567193675889329,2077,1523,1932,9856,610,668,653,764,660
8373,2945,2381,0.8084889643463498,6315,4175,5750,17280,1071,1449,2279,2031,2005
8374,2159,1774,0.8216767021769338,4603,3112,4215,19200,1058,1269,1523,1483,1597
8375,752,716,0.9521276595744681,1543,1421,1507,9856,362,376,492,541,510
8376,1242,1073,0.8639291465378421,2500,1890,2331,8064,687,780,1017,567,916
8377,1083,942,0.8698060941828255,2322,1754,2180,2560,631,709,771,926,625
8378,1076,917,0.8522304832713755,2454,1781,2294,9600,608,676,822,868,764
8379,7494,6401,0.8541499866559915,14835,10651,13742,32768,1740,2540,4961,4963,4911
8380,1886,1722,0.9130434782608695,3935,3308,3771,16896,900,1023,1445,1279,1211
8381,3048,2158,0.708005249343832,6505,3521,5609,19200,1003,1347,2101,2140,2264
8382,906,787,0.8686534216335541,1975,1512,1856,3456,532,583,622,756,597
8383,3877,2305,0.5945318545266959,8531,3856,6784,16128,807,1088,3231,2197,3103
8384,748,640,0.8556149732620321,1560,1141,1451,5120,464,505,495,600,465
8385,2649,2235,0.8437146092865232,6041,4368,5626,14336,1140,1418,2105,1957,1979
8386,1120,568,0.5071428571428571,2257,759,1642,9216,325,429,780,747,730
8387,2725,2113,0.7754128440366973,6074,3825,5453,15488,850,1115,2083,1909,2082
8388,900,695,0.7722222222222223,2120,1315,1915,6272,348,427,696,728,696
8389,1510,1290,0.8543046357615894,3040,2195,2819,15488,794,918,1026,1016,998
8390,3323,2750,0.8275654529040024,8393,5900,7815,8192,1348,1671,2760,2911,2722
8391,3779,2587,0.684572638264091,7939,4082,6736,16896,1086,1425,2438,3007,2494
8392,3257,2271,0.697267424009825,7113,3641,6112,10752,1000,1388,2531,1883,2699
8393,3767,2604,0.6912662596230422,8830,4574,7661,12800,1025,1412,2901,3027,2902
8394,2184,1267,0.5801282051282052,4715,1947,3691,4096,469,617,1918,876,1921
8395,2046,1714,0.8377321603128055,4669,3402,4331,6400,962,1149,1549,1373,1747
8396,5284,4322,0.8179409538228615,10935,7434,9970,30720,1509,1997,3878,3242,3815
8397,2111,1335,0.6324017053529133,4529,1987,3684,10368,560,751,1724,1046,1759
8398,1758,1446,0.8225255972696246,4061,2835,3745,5376,788,928,1480,1324,1257
8399,1906,1674,0.8782791185729276,4119,3219,3887,17920,913,1071,1339,1530,1250
8400,2165,1833,0.8466512702078522,4417,3163,4085,13824,963,1165,1600,1397,1420
8401,2018,1560,0.7730426164519326,4128,2490,3669,15360,849,1091,1411,1296,1421
8402,2351,1891,0.8043385793279455,4693,2972,4233,16640,1009,1260,1340,1794,1559
8403,434,220,0.5069124423963134,921,273,693,3072,91,127,228,376,317
8404,2196,1727,0.7864298724954463,5090,3297,4620,4992,777,941,1784,1497,1809
8405,3488,1737,0.49799311926605505,7058,2101,5058,15360,361,637,2272,2292,2494
8406,825,713,0.8642424242424243,1895,1433,1781,2048,402,448,728,767,400
8407,4816,3837,0.7967192691029901,11340,7617,10330,17280,1321,1722,3948,3369,4023
8408,1031,775,0.7516973811833172,2273,1371,2016,3072,521,606,580,786,907
8409,9609,8622,0.8972837964408367,22987,18925,21991,23296,2292,2848,7981,7682,7324
8410,2567,2130,0.8297623685235683,5126,3502,4689,23040,1046,1334,1833,1492,1801
8411,1082,612,0.5656192236598891,2138,874,1667,12800,318,388,764,693,681
8412,1986,1800,0.9063444108761329,4718,3931,4532,8064,1018,1126,1443,1603,1672
8413,2617,2039,0.7791364157432175,5971,3706,5387,12544,1069,1383,2075,1775,2121
8414,1703,1200,0.7046388725778039,3818,2330,3238,10240,613,704,1449,905,1464
8415,1228,1027,0.8363192182410424,2592,1805,2387,11520,727,804,914,884,794
8416,1884,1182,0.6273885350318471,3963,1730,3224,13440,522,687,1551,877,1535
8417,2281,1968,0.8627794826830337,5744,4487,5431,6272,568,707,1845,2109,1790
8418,602,525,0.872093023255814,1248,953,1171,3840,397,418,403,373,472
8419,2599,2180,0.8387841477491342,5290,3695,4870,18304,1113,1387,1645,1740,1905
8420,807,720,0.8921933085501859,1547,1218,1460,15360,555,585,481,584,482
8421,1451,1136,0.7829083390764989,2755,1693,2440,23040,482,604,1173,780,802
8422,3998,2444,0.6113056528264132,9549,3788,7950,10368,611,1005,2990,3280,3279
8423,1360,775,0.5698529411764706,2894,1167,2275,3584,380,445,1181,459,1254
8424,2322,1126,0.48492678725236865,5461,1470,4231,7680,343,571,2085,1364,2012
8425,1063,905,0.8513640639698965,2209,1583,2051,7168,604,678,737,829,643
8426,2005,1651,0.8234413965087282,4061,2713,3707,9216,924,1141,1368,1511,1182
8427,879,724,0.8236632536973834,1833,1250,1677,3840,556,596,613,593,627
8428,2655,2335,0.879472693032015,6035,4715,5715,18304,947,1156,1940,2179,1916
8429,3317,2773,0.8359963822731383,7219,5099,6675,18432,817,1104,2279,2661,2279
8430,2953,2330,0.7890281070098205,6806,4501,6174,16640,1051,1345,2312,2234,2260
8431,807,707,0.8760842627013631,1650,1264,1550,3840,513,549,515,672,463
8432,10881,8989,0.8261189228931164,24030,17006,22079,32768,2242,2910,8005,8014,8011
8433,4576,3324,0.7263986013986014,10498,6475,8924,18432,1405,1677,3711,3089,3698
8434,1648,1433,0.8695388349514563,3510,2647,3295,6400,804,950,1158,1280,1072
8435,1735,1515,0.8731988472622478,3409,2593,3189,21504,866,997,1063,1235,1111
8436,1259,1087,0.8633836378077839,2714,2069,2541,10752,684,787,934,917,863
8437,911,798,0.8759604829857299,1903,1469,1790,9216,564,617,595,703,605
8438,2205,1788,0.8108843537414966,4438,3061,3993,12800,966,1142,1507,1491,1440
8439,428,343,0.8014018691588785,926,612,841,1792,270,297,232,329,365
8440,1826,1573,0.8614457831325302,3798,2852,3544,5632,901,1042,1281,1446,1071
8441,5872,5248,0.8937329700272479,12889,10323,12265,28800,1684,2158,4142,4629,4118
8442,1276,966,0.7570532915360502,2633,1619,2301,8320,512,630,855,936,842
8443,2215,1816,0.8198645598194131,4741,3430,4315,7680,991,1160,1809,1206,1726
8444,369,303,0.8211382113821138,789,534,723,1024,192,209,280,325,184
8445,1693,1398,0.8257531010041347,3551,2448,3256,11520,825,973,1191,1243,1117
8446,2845,2148,0.7550087873462215,6493,4034,5752,12800,922,1179,2133,2241,2119
8447,1756,1531,0.871867881548975,3808,2919,3583,10240,878,1023,1199,1395,1214
8448,3149,2602,0.8262940616068594,6403,4303,5856,23296,1136,1527,2107,2165,2131
8449,1429,1101,0.7704688593421973,3100,1924,2767,9216,703,839,962,1162,976
8450,1604,1218,0.7593516209476309,3559,2205,3159,4480,727,868,1245,950,1364
8451,812,682,0.8399014778325123,1692,1203,1562,6144,496,549,568,486,638
8452,794,687,0.8652392947103275,1688,1280,1581,3072,518,568,525,656,507
8453,2553,2310,0.9048178613396005,5750,4768,5507,10368,1227,1401,2035,1870,1845
8454,1022,833,0.815068493150685,2336,1575,2147,4608,578,650,751,704,881
8455,2793,2418,0.8657357679914071,6812,5259,6436,10240,1153,1375,2226,2227,2359
8456,3540,2176,0.6146892655367232,8074,3429,6620,10752,664,950,3168,1831,3075
8457,3240,1682,0.5191358024691358,7483,2323,5753,23040,449,719,2842,2092,2549
8458,1175,508,0.4323404255319149,2269,579,1530,6144,196,264,1073,121,1075
8459,1841,1390,0.755024443237371,4033,2422,3575,7680,600,739,1537,948,1548
8460,859,763,0.8882421420256111,1862,1475,1766,4608,559,598,613,696,553
8461,1818,865,0.4757975797579758,3608,1009,2559,8064,386,572,1224,1361,1023
8462,1560,1114,0.7141025641025641,3243,1772,2796,5376,688,850,1302,908,1033
8463,800,447,0.55875,1807,622,1454,2304,211,276,742,668,397
8464,1412,1199,0.8491501416430595,3118,2284,2904,12288,718,831,1046,1034,1038
8465,1372,1163,0.847667638483965,3048,2218,2839,8960,698,814,999,1093,956
8466,4874,4111,0.8434550677061962,10389,7507,9621,25088,1386,1841,3228,3934,3227
8467,3597,3024,0.8407005838198499,8331,6042,7757,26880,1424,1789,2682,2785,2864
8468,2188,1683,0.7691956124314442,5130,3251,4609,5376,983,1180,1756,1520,1854
8469,2215,1533,0.692099322799097,4699,2427,4008,7168,596,803,1761,1168,1770
8470,2141,1526,0.7127510509107894,4636,2559,4001,11520,895,1091,1504,1743,1389
8471,1423,1156,0.8123682361208714,3245,2275,2968,3840,645,743,1215,847,1183
8472,4382,3387,0.7729347329986308,9409,5605,8403,23296,1233,1711,3241,3119,3049
8473,2154,948,0.4401114206128134,4730,1457,3088,14336,562,656,1887,959,1884
8474,354,274,0.7740112994350282,769,483,689,1536,213,232,191,269,309
8475,1565,950,0.6070287539936102,3334,1490,2693,3072,584,751,1263,783,1288
8476,1976,1653,0.8365384615384616,4242,2988,3919,12544,961,1151,1438,1439,1365
8477,1542,1188,0.7704280155642024,3217,1863,2863,15360,586,781,1264,1192,761
8478,2408,1917,0.7960963455149501,4821,3010,4330,15360,999,1278,1425,1765,1631
8479,2125,1855,0.8729411764705882,4349,3292,4079,10752,919,1072,1692,1722,935
8480,3012,2496,0.8286852589641435,6047,4134,5531,21504,1092,1456,2005,1893,2149
8481,922,730,0.7917570498915402,1978,1250,1786,8448,525,600,640,748,590
8482,2444,2145,0.8776595744680851,5006,3877,4706,15360,1130,1319,1800,1408,1798
8483,4784,4021,0.840510033444816,10189,7171,9426,18432,1286,1742,3302,3471,3416
8484,939,806,0.858359957401491,2076,1547,1943,7680,587,630,722,743,611
8485,2508,1325,0.5283094098883573,4966,1545,3699,12672,229,453,1776,1932,1258
8486,848,715,0.8431603773584906,1717,1196,1584,8320,529,573,586,644,487
8487,1367,736,0.5384052670080468,2631,883,2000,8448,253,350,897,649,1085
8488,2642,1632,0.6177138531415595,5535,2438,4478,15360,831,1098,2083,1590,1862
8489,1844,1218,0.6605206073752712,3789,1709,3151,7168,644,887,1124,1509,1156
8490,2018,1740,0.8622398414271556,4163,3125,3885,14080,940,1118,1451,1388,1324
8491,3558,2011,0.5652051714446318,8232,3131,6558,9984,775,1138,2921,2436,2875
8492,2341,1143,0.4882528833831696,4821,1560,3531,7168,468,654,1618,1533,1670
8493,784,663,0.8456632653061225,1667,1199,1545,4096,446,498,547,646,474
8494,799,695,0.869837296620776,1826,1381,1722,4096,480,526,610,628,588
8495,2496,1729,0.6927083333333334,5764,2962,4976,13824,823,1043,1918,1932,1914
8496,4138,3320,0.8023199613339778,8168,5082,7349,30720,1234,1779,2721,2726,2721
8497,976,601,0.6157786885245902,2025,869,1650,3072,363,402,596,846,583
8498,258,218,0.8449612403100775,515,355,475,1280,188,195,216,178,121
8499,4364,2359,0.5405591200733272,9424,3130,7334,24960,640,940,3776,1894,3754
8500,620,533,0.8596774193548387,1273,935,1186,2688,419,445,403,512,358
8501,1573,1038,0.6598855689764781,3457,1701,2889,3840,596,747,1297,1013,1147
8502,806,626,0.7766749379652605,1815,1147,1626,4992,384,447,638,684,493
8503,3478,2229,0.6408855664174813,7048,3121,5745,19968,888,1261,2189,2701,2158
8504,1196,543,0.4540133779264214,2352,627,1599,5120,197,312,942,684,726
